Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
International conveyance (Diamond Princess),XXJ,OTHER,,2024,6,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,7,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,8,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,12,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,9,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,1,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,2,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,1,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,2,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,5,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,12,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,5,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,6,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,7,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,8,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2024,9,65+,
International conveyance (FESCO),XXF,OTHER,,2024,5,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,5,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,6,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,10,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,11,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,1,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,1,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,1,65+,
International conveyance (FESCO),XXF,OTHER,,2024,2,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,2,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,2,65+,
International conveyance (FESCO),XXF,OTHER,,2024,4,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,3,65+,
International conveyance (FESCO),XXF,OTHER,,2024,4,65+,
International conveyance (FESCO),XXF,OTHER,,2024,6,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,8,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,9,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,12,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,12,65+,
International conveyance (FESCO),XXF,OTHER,,2024,6,65+,
International conveyance (FESCO),XXF,OTHER,,2024,5,65+,
International conveyance (FESCO),XXF,OTHER,,2024,7,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,10,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,10,65+,
International conveyance (FESCO),XXF,OTHER,,2024,11,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,11,65+,
International conveyance (FESCO),XXF,OTHER,,2024,7,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,8,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,9,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,5,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,6,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,10,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,4,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,11,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,4,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,2,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,3,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,1,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,3,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,12,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,12,15_64,
International conveyance (FESCO),XXF,OTHER,,2024,3,0_4,
International conveyance (FESCO),XXF,OTHER,,2024,7,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,8,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,8,65+,
International conveyance (FESCO),XXF,OTHER,,2024,9,5_14,
International conveyance (FESCO),XXF,OTHER,,2024,9,65+,
International conveyance (FESCO),XXF,OTHER,,2024,7,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,9,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,8,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,7,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,8,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,9,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,7,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,4,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,3,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,3,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,4,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,10,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,10,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,7,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,11,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,11,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,6,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,12,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,1,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,1,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,2,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,3,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,5,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,11,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,6,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,12,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,1,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,2,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,5,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,1,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,2,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,2,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,5,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,5,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,4,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,8,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,9,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,10,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,6,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,10,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,11,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,12,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,3,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,4,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2024,6,65+,
International conveyance (Grand Princess),XXU,OTHER,,2024,9,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,12,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2024,7,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2024,8,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,4,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,1,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,2,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,3,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,11,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,4,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,7,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,8,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,9,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,10,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,11,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,3,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,5,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,5,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,6,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,6,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,10,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,12,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,4,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,3,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,7,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,8,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,9,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,1,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,2,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,7,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,8,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,9,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,1,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,6,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,7,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,8,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,12,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,12,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,2,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,4,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,5,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,6,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,10,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,10,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,11,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,11,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,5,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,1,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,2,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,9,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,12,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2024,3,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,3,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,3,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,3,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,4,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,4,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,7,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,8,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,9,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,1,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,5,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,9,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,9,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,3,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,2,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,6,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,10,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,11,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,12,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,7,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,8,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,8,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,12,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,1,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,2,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,5,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,6,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,11,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,4,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,10,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,12,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,1,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,2,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,2,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,5,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,5,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,6,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,6,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2024,9,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,4,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,7,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,7,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,8,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,10,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,11,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2024,1,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2024,10,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,11,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2024,12,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,12,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,11,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,6,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,4,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,5,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,10,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,3,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,7,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,1,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,1,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,2,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,2,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,4,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,5,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,10,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,11,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,1,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,2,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,3,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,4,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,5,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,6,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,4,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,6,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,7,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,8,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,9,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,12,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,12,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,3,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,1,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,2,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,6,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,10,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,10,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,11,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,11,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,3,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,5,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,8,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,8,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,8,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,9,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,9,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,9,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,12,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,7,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2024,7,65+,
Iraq,IRQ,EMR,UMC,2024,5,65+,
Iraq,IRQ,EMR,UMC,2024,6,5_14,
Iraq,IRQ,EMR,UMC,2024,6,65+,
Iraq,IRQ,EMR,UMC,2024,10,15_64,
Iraq,IRQ,EMR,UMC,2024,11,15_64,
Iraq,IRQ,EMR,UMC,2024,10,0_4,
Iraq,IRQ,EMR,UMC,2024,11,0_4,
Iraq,IRQ,EMR,UMC,2024,12,65+,
Iraq,IRQ,EMR,UMC,2024,1,5_14,
Iraq,IRQ,EMR,UMC,2024,1,65+,
Iraq,IRQ,EMR,UMC,2024,2,5_14,
Iraq,IRQ,EMR,UMC,2024,2,65+,
Iraq,IRQ,EMR,UMC,2024,5,5_14,
Iraq,IRQ,EMR,UMC,2024,8,5_14,
Iraq,IRQ,EMR,UMC,2024,8,65+,
Iraq,IRQ,EMR,UMC,2024,9,0_4,
Iraq,IRQ,EMR,UMC,2024,9,5_14,
Iraq,IRQ,EMR,UMC,2024,9,65+,
Iraq,IRQ,EMR,UMC,2024,12,15_64,
Iraq,IRQ,EMR,UMC,2024,7,5_14,
Iraq,IRQ,EMR,UMC,2024,7,65+,
Iraq,IRQ,EMR,UMC,2024,3,15_64,
Iraq,IRQ,EMR,UMC,2024,4,15_64,
Iraq,IRQ,EMR,UMC,2024,7,0_4,
Iraq,IRQ,EMR,UMC,2024,8,0_4,
Iraq,IRQ,EMR,UMC,2024,10,5_14,
Iraq,IRQ,EMR,UMC,2024,1,15_64,
Iraq,IRQ,EMR,UMC,2024,3,0_4,
Iraq,IRQ,EMR,UMC,2024,4,0_4,
Iraq,IRQ,EMR,UMC,2024,7,15_64,
Iraq,IRQ,EMR,UMC,2024,8,15_64,
Iraq,IRQ,EMR,UMC,2024,3,65+,
Iraq,IRQ,EMR,UMC,2024,4,65+,
Iraq,IRQ,EMR,UMC,2024,9,15_64,
Iraq,IRQ,EMR,UMC,2024,12,0_4,
Iraq,IRQ,EMR,UMC,2024,12,5_14,
Iraq,IRQ,EMR,UMC,2024,1,0_4,
Iraq,IRQ,EMR,UMC,2024,2,0_4,
Iraq,IRQ,EMR,UMC,2024,3,5_14,
Iraq,IRQ,EMR,UMC,2024,4,5_14,
Iraq,IRQ,EMR,UMC,2024,5,15_64,
Iraq,IRQ,EMR,UMC,2024,6,15_64,
Iraq,IRQ,EMR,UMC,2024,2,15_64,
Iraq,IRQ,EMR,UMC,2024,5,0_4,
Iraq,IRQ,EMR,UMC,2024,6,0_4,
Iraq,IRQ,EMR,UMC,2024,10,65+,
Iraq,IRQ,EMR,UMC,2024,11,5_14,
Iraq,IRQ,EMR,UMC,2024,11,65+,
Ireland,IRL,EUR,HIC,2024,1,0_4,
Ireland,IRL,EUR,HIC,2024,5,15_64,
Ireland,IRL,EUR,HIC,2024,4,5_14,
Ireland,IRL,EUR,HIC,2024,1,15_64,3
Ireland,IRL,EUR,HIC,2024,2,15_64,1
Ireland,IRL,EUR,HIC,2024,3,5_14,
Ireland,IRL,EUR,HIC,2024,7,65+,59
Ireland,IRL,EUR,HIC,2024,8,5_14,
Ireland,IRL,EUR,HIC,2024,9,5_14,
Ireland,IRL,EUR,HIC,2024,3,65+,22
Ireland,IRL,EUR,HIC,2024,5,65+,20
Ireland,IRL,EUR,HIC,2024,11,65+,9
Ireland,IRL,EUR,HIC,2024,6,15_64,3
Ireland,IRL,EUR,HIC,2024,10,0_4,
Ireland,IRL,EUR,HIC,2024,11,0_4,
Ireland,IRL,EUR,HIC,2024,10,15_64,1
Ireland,IRL,EUR,HIC,2024,11,5_14,
Ireland,IRL,EUR,HIC,2024,1,65+,67
Ireland,IRL,EUR,HIC,2024,2,0_4,
Ireland,IRL,EUR,HIC,2024,4,0_4,1
Ireland,IRL,EUR,HIC,2024,5,0_4,
Ireland,IRL,EUR,HIC,2024,6,0_4,
Ireland,IRL,EUR,HIC,2024,9,15_64,3
Ireland,IRL,EUR,HIC,2024,10,5_14,
Ireland,IRL,EUR,HIC,2024,11,15_64,1
Ireland,IRL,EUR,HIC,2024,12,15_64,1
Ireland,IRL,EUR,HIC,2024,4,65+,8
Ireland,IRL,EUR,HIC,2024,8,65+,24
Ireland,IRL,EUR,HIC,2024,9,0_4,
Ireland,IRL,EUR,HIC,2024,8,0_4,
Ireland,IRL,EUR,HIC,2024,7,5_14,
Ireland,IRL,EUR,HIC,2024,7,0_4,
Ireland,IRL,EUR,HIC,2024,2,65+,22
Ireland,IRL,EUR,HIC,2024,6,65+,32
Ireland,IRL,EUR,HIC,2024,10,65+,28
Ireland,IRL,EUR,HIC,2024,1,5_14,
Ireland,IRL,EUR,HIC,2024,12,0_4,
Ireland,IRL,EUR,HIC,2024,12,65+,10
Ireland,IRL,EUR,HIC,2024,8,15_64,2
Ireland,IRL,EUR,HIC,2024,7,15_64,7
Ireland,IRL,EUR,HIC,2024,2,5_14,
Ireland,IRL,EUR,HIC,2024,4,15_64,3
Ireland,IRL,EUR,HIC,2024,5,5_14,
Ireland,IRL,EUR,HIC,2024,6,5_14,
Ireland,IRL,EUR,HIC,2024,3,15_64,2
Ireland,IRL,EUR,HIC,2024,9,65+,29
Ireland,IRL,EUR,HIC,2024,12,5_14,
Ireland,IRL,EUR,HIC,2024,3,0_4,
Isle of Man,IMN,EUR,,2024,5,15_64,
Isle of Man,IMN,EUR,,2024,10,5_14,
Isle of Man,IMN,EUR,,2024,11,5_14,
Isle of Man,IMN,EUR,,2024,12,65+,
Isle of Man,IMN,EUR,,2024,4,0_4,
Isle of Man,IMN,EUR,,2024,3,5_14,
Isle of Man,IMN,EUR,,2024,3,65+,
Isle of Man,IMN,EUR,,2024,4,5_14,
Isle of Man,IMN,EUR,,2024,6,15_64,
Isle of Man,IMN,EUR,,2024,7,0_4,
Isle of Man,IMN,EUR,,2024,12,15_64,
Isle of Man,IMN,EUR,,2024,1,15_64,
Isle of Man,IMN,EUR,,2024,2,15_64,
Isle of Man,IMN,EUR,,2024,3,0_4,
Isle of Man,IMN,EUR,,2024,1,65+,
Isle of Man,IMN,EUR,,2024,2,65+,
Isle of Man,IMN,EUR,,2024,5,65+,
Isle of Man,IMN,EUR,,2024,1,0_4,
Isle of Man,IMN,EUR,,2024,2,5_14,
Isle of Man,IMN,EUR,,2024,3,15_64,
Isle of Man,IMN,EUR,,2024,4,15_64,
Isle of Man,IMN,EUR,,2024,5,5_14,
Isle of Man,IMN,EUR,,2024,6,5_14,
Isle of Man,IMN,EUR,,2024,4,65+,
Isle of Man,IMN,EUR,,2024,10,65+,
Isle of Man,IMN,EUR,,2024,11,65+,
Isle of Man,IMN,EUR,,2024,12,5_14,
Isle of Man,IMN,EUR,,2024,6,65+,
Isle of Man,IMN,EUR,,2024,10,0_4,
Isle of Man,IMN,EUR,,2024,11,0_4,
Isle of Man,IMN,EUR,,2024,8,5_14,
Isle of Man,IMN,EUR,,2024,8,65+,
Isle of Man,IMN,EUR,,2024,9,5_14,
Isle of Man,IMN,EUR,,2024,9,15_64,
Isle of Man,IMN,EUR,,2024,7,65+,
Isle of Man,IMN,EUR,,2024,1,5_14,
Isle of Man,IMN,EUR,,2024,8,0_4,
Isle of Man,IMN,EUR,,2024,9,0_4,
Isle of Man,IMN,EUR,,2024,10,15_64,
Isle of Man,IMN,EUR,,2024,11,15_64,
Isle of Man,IMN,EUR,,2024,9,65+,
Isle of Man,IMN,EUR,,2024,12,0_4,
Isle of Man,IMN,EUR,,2024,2,0_4,
Isle of Man,IMN,EUR,,2024,5,0_4,
Isle of Man,IMN,EUR,,2024,6,0_4,
Isle of Man,IMN,EUR,,2024,7,15_64,
Isle of Man,IMN,EUR,,2024,7,5_14,
Isle of Man,IMN,EUR,,2024,8,15_64,
Israel,ISR,EUR,HIC,2024,7,65+,
Israel,ISR,EUR,HIC,2024,8,5_14,
Israel,ISR,EUR,HIC,2024,8,65+,
Israel,ISR,EUR,HIC,2024,9,5_14,
Israel,ISR,EUR,HIC,2024,9,65+,
Israel,ISR,EUR,HIC,2024,1,65+,
Israel,ISR,EUR,HIC,2024,2,5_14,
Israel,ISR,EUR,HIC,2024,2,65+,
Israel,ISR,EUR,HIC,2024,5,5_14,
Israel,ISR,EUR,HIC,2024,5,65+,
Israel,ISR,EUR,HIC,2024,6,5_14,
Israel,ISR,EUR,HIC,2024,6,65+,
Israel,ISR,EUR,HIC,2024,10,15_64,
Israel,ISR,EUR,HIC,2024,11,15_64,
Israel,ISR,EUR,HIC,2024,3,15_64,
Israel,ISR,EUR,HIC,2024,4,15_64,
Israel,ISR,EUR,HIC,2024,7,0_4,
Israel,ISR,EUR,HIC,2024,7,5_14,
Israel,ISR,EUR,HIC,2024,8,0_4,
Israel,ISR,EUR,HIC,2024,9,0_4,
Israel,ISR,EUR,HIC,2024,9,15_64,
Israel,ISR,EUR,HIC,2024,7,15_64,
Israel,ISR,EUR,HIC,2024,3,0_4,
Israel,ISR,EUR,HIC,2024,3,5_14,
Israel,ISR,EUR,HIC,2024,3,65+,
Israel,ISR,EUR,HIC,2024,4,0_4,
Israel,ISR,EUR,HIC,2024,4,5_14,
Israel,ISR,EUR,HIC,2024,8,15_64,
Israel,ISR,EUR,HIC,2024,1,5_14,
Israel,ISR,EUR,HIC,2024,10,0_4,
Israel,ISR,EUR,HIC,2024,11,0_4,
Israel,ISR,EUR,HIC,2024,12,65+,
Israel,ISR,EUR,HIC,2024,1,0_4,
Israel,ISR,EUR,HIC,2024,2,0_4,
Israel,ISR,EUR,HIC,2024,5,0_4,
Israel,ISR,EUR,HIC,2024,6,15_64,
Israel,ISR,EUR,HIC,2024,10,5_14,
Israel,ISR,EUR,HIC,2024,11,5_14,
Israel,ISR,EUR,HIC,2024,12,5_14,
Israel,ISR,EUR,HIC,2024,11,65+,
Israel,ISR,EUR,HIC,2024,10,65+,
Israel,ISR,EUR,HIC,2024,4,65+,
Israel,ISR,EUR,HIC,2024,12,15_64,
Israel,ISR,EUR,HIC,2024,1,15_64,
Israel,ISR,EUR,HIC,2024,2,15_64,
Israel,ISR,EUR,HIC,2024,5,15_64,
Israel,ISR,EUR,HIC,2024,6,0_4,
Israel,ISR,EUR,HIC,2024,12,0_4,
Italy,ITA,EUR,HIC,2024,1,0_4,0
Italy,ITA,EUR,HIC,2024,3,0_4,0
Italy,ITA,EUR,HIC,2024,5,65+,39
Italy,ITA,EUR,HIC,2024,7,15_64,16
Italy,ITA,EUR,HIC,2024,8,0_4,0
Italy,ITA,EUR,HIC,2024,8,5_14,0
Italy,ITA,EUR,HIC,2024,9,15_64,15
